comment,sentiment,Unnamed: 2,tokens
dilchasp harkaat dilkash personality aur khobsurat chehre ki malik bushra ansari har umar ke nazreen mein popular hain,positive,,"['dilchasp', 'harkaat', 'dilkash', 'personality', 'aur', 'khobsurat', 'chehre', 'ki', 'malik', 'bushra', 'ansari', 'har', 'umar', 'ke', 'nazreen', 'mein', 'popular', 'hain']"
chand maah qabal inho ne geo tv ke show dolly ki aaegi baraat mein saima chaudhry ka role play kar ke is serial ko mazeed dilchasp bana diya,positive,,"['chand', 'maah', 'qabal', 'inho', 'ne', 'geo', 'tv', 'ke', 'show', 'dolly', 'ki', 'aaegi', 'baraat', 'mein', 'saima', 'chaudhry', 'ka', 'role', 'play', 'kar', 'ke', 'is', 'serial', 'ko', 'mazeed', 'dilchasp', 'bana', 'diya']"
yaar yeh be fitt haan,positive,,"['yaar', 'yeh', 'be', 'fitt', 'haan']"
aap to hero ho autograph do na ,positive,,"['aap', 'to', 'hero', 'ho', 'autograph', 'do', 'na']"
autograph milay ga zroooor milay ga,positive,,"['autograph', 'milay', 'ga', 'zroooor', 'milay', 'ga']"
hahahaha ye acha hai p,positive,,"['hahahaha', 'ye', 'acha', 'hai', 'p']"
apka zehr mjh pe b nae axr kry ga i hv antizehr of your zehr ,positive,,"['apka', 'zehr', 'mjh', 'pe', 'b', 'nae', 'axr', 'kry', 'ga', 'i', 'hv', 'antizehr', 'of', 'your', 'zehr']"
haahah han zroor yar mjhe acha lgta jb yeh ese post krte,positive,,"['haahah', 'han', 'zroor', 'yar', 'mjhe', 'acha', 'lgta', 'jb', 'yeh', 'ese', 'post', 'krte']"
hahahaa qasmay dil ki awaz haan meri ye page d,positive,,"['hahahaa', 'qasmay', 'dil', 'ki', 'awaz', 'haan', 'meri', 'ye', 'page', 'd']"
aala d d,positive,,"['aala', 'd', 'd']"
app kay dil ki bhi,positive,,"['app', 'kay', 'dil', 'ki', 'bhi']"
buht achi bat kahi he,positive,,"['buht', 'achi', 'bat', 'kahi', 'he']"
uff yeh apki paakbaaz soch,positive,,"['uff', 'yeh', 'apki', 'paakbaaz', 'soch']"
cara jvd bilkul aisa hi kuch main apko b kehna chahti haan d,positive,,"['cara', 'jvd', 'bilkul', 'aisa', 'hi', 'kuch', 'main', 'apko', 'b', 'kehna', 'chahti', 'haan', 'd']"
hahaha wah saen wah ,positive,,"['hahaha', 'wah', 'saen', 'wah']"
baari aap to famous ho gai hain ,positive,,"['baari', 'aap', 'to', 'famous', 'ho', 'gai', 'hain']"
hahaha ye time ni nikal skta you are too demanding girl,positive,,"['hahaha', 'ye', 'time', 'ni', 'nikal', 'skta', 'you', 'are', 'too', 'demanding', 'girl']"
khushi se hori hy itne likes dekh kay,positive,,"['khushi', 'se', 'hori', 'hy', 'itne', 'likes', 'dekh', 'kay']"
ufff dono kis trha parri hain d d chalo na krwao p,positive,,"['ufff', 'dono', 'kis', 'trha', 'parri', 'hain', 'd', 'd', 'chalo', 'na', 'krwao', 'p']"
akhir student kis kay hnnnnn ,positive,,"['akhir', 'student', 'kis', 'kay', 'hnnnnn']"
ji bilkul paisaaa wasooool comments,positive,,"['ji', 'bilkul', 'paisaaa', 'wasooool', 'comments']"
aap tau millionaire ban jaen gee,positive,,"['aap', 'tau', 'millionaire', 'ban', 'jaen', 'gee']"
pskistani jawano lagatay raho imran khan kay doz aik din number one per aa jao gay tabdeeli,positive,,"['pskistani', 'jawano', 'lagatay', 'raho', 'imran', 'khan', 'kay', 'doz', 'aik', 'din', 'number', 'one', 'per', 'aa', 'jao', 'gay', 'tabdeeli']"
hahaha tum to hurr jaghaa famous ho 3,positive,,"['hahaha', 'tum', 'to', 'hurr', 'jaghaa', 'famous', 'ho', '3']"
caption khass aap ky liye d,positive,,"['caption', 'khass', 'aap', 'ky', 'liye', 'd']"
saas bahu ka rishta nawaz sharif are mamnoon hussain ko bhi peeche chore de ,positive,,"['saas', 'bahu', 'ka', 'rishta', 'nawaz', 'sharif', 'are', 'mamnoon', 'hussain', 'ko', 'bhi', 'peeche', 'chore', 'de']"
apnay kharchay khudd uthaa saknay wali independent aurat ko jo bghair kisi py depend kiye aur bghair kisi ki faaltu bakwaas sunay kay g mein tou boht azeem aadmi hun kay o biwi tumhara kharcha uthaa rha hun izzat kay sath zindagi guzaar rhi ho ussay kehtay hain kaamyaab aurat,positive,,"['apnay', 'kharchay', 'khudd', 'uthaa', 'saknay', 'wali', 'independent', 'aurat', 'ko', 'jo', 'bghair', 'kisi', 'py', 'depend', 'kiye', 'aur', 'bghair', 'kisi', 'ki', 'faaltu', 'bakwaas', 'sunay', 'kay', 'g', 'mein', 'tou', 'boht', 'azeem', 'aadmi', 'hun', 'kay', 'o', 'biwi', 'tumhara', 'kharcha', 'uthaa', 'rha', 'hun', 'izzat', 'kay', 'sath', 'zindagi', 'guzaar', 'rhi', 'ho', 'ussay', 'kehtay', 'hain', 'kaamyaab', 'aurat']"
meri nazr main kamyab orath wo he jo khud mehnat or himmat kr kay apna career bnaye or peso kay lie kisi mrd ki mohtaj na ho,positive,,"['meri', 'nazr', 'main', 'kamyab', 'orath', 'wo', 'he', 'jo', 'khud', 'mehnat', 'or', 'himmat', 'kr', 'kay', 'apna', 'career', 'bnaye', 'or', 'peso', 'kay', 'lie', 'kisi', 'mrd', 'ki', 'mohtaj', 'na', 'ho']"
talaash jaari rakhein aap aik din kamyaab aurat banein gi ,positive,,"['talaash', 'jaari', 'rakhein', 'aap', 'aik', 'din', 'kamyaab', 'aurat', 'banein', 'gi']"
inshallah hum dono kaamyaab rhen apne naik iraadon mein tune tou shiad dhond liya🤔ya abhi bhi talaash jaari,positive,,"['inshallah', 'hum', 'dono', 'kaamyaab', 'rhen', 'apne', 'naik', 'iraadon', 'mein', 'tune', 'tou', 'shiad', 'dhond', 'liya🤔ya', 'abhi', 'bhi', 'talaash', 'jaari']"
pta ni kahan hoty hain aese kamyab mard ,positive,,"['pta', 'ni', 'kahan', 'hoty', 'hain', 'aese', 'kamyab', 'mard']"
hehehehehe unmarried hona chahiye bs ,positive,,"['hehehehehe', 'unmarried', 'hona', 'chahiye', 'bs']"
oooppss to phle bolti na dash mjhe lga meri pysri dost mere liye soch rhi hai 🤣 chal tu rakh lena,positive,,"['oooppss', 'to', 'phle', 'bolti', 'na', 'dash', 'mjhe', 'lga', 'meri', 'pysri', 'dost', 'mere', 'liye', 'soch', 'rhi', 'hai', '🤣', 'chal', 'tu', 'rakh', 'lena']"
kamiyab aurat bnna chahti hun meri sadgi dikh mai kya chahti hun ,positive,,"['kamiyab', 'aurat', 'bnna', 'chahti', 'hun', 'meri', 'sadgi', 'dikh', 'mai', 'kya', 'chahti', 'hun']"
mai khud kamyab bnna chahti ho samw khwab hai hmare yad nae tme,positive,,"['mai', 'khud', 'kamyab', 'bnna', 'chahti', 'ho', 'samw', 'khwab', 'hai', 'hmare', 'yad', 'nae', 'tme']"
meri jesi kamiyabiyan na karna tum log go for a mzeed rich bitch ,positive,,"['meri', 'jesi', 'kamiyabiyan', 'na', 'karna', 'tum', 'log', 'go', 'for', 'a', 'mzeed', 'rich', 'bitch']"
mil jae ga dnt worry,positive,,"['mil', 'jae', 'ga', 'dnt', 'worry']"
dekho wo hum ny reject krdia na ye b kaamyabi hi hoti hai,positive,,"['dekho', 'wo', 'hum', 'ny', 'reject', 'krdia', 'na', 'ye', 'b', 'kaamyabi', 'hi', 'hoti', 'hai']"
32k mn kia hoga yr xd,positive,,"['32k', 'mn', 'kia', 'hoga', 'yr', 'xd']"
abhi 5o party shoro hoi he,positive,,"['abhi', '5o', 'party', 'shoro', 'hoi', 'he']"
jo wife ko apni pay kay mutabiq kharcha krae wohi kamyab mard hy,positive,,"['jo', 'wife', 'ko', 'apni', 'pay', 'kay', 'mutabiq', 'kharcha', 'krae', 'wohi', 'kamyab', 'mard', 'hy']"
hahaha kal ki debate kay baad kamyab aurat ka award aap ko jata hai,positive,,"['hahaha', 'kal', 'ki', 'debate', 'kay', 'baad', 'kamyab', 'aurat', 'ka', 'award', 'aap', 'ko', 'jata', 'hai']"
hahahaha shukria shukria,positive,,"['hahahaha', 'shukria', 'shukria']"
yani hum dono kamyab hain 🤣🤣,positive,,"['yani', 'hum', 'dono', 'kamyab', 'hain', '🤣🤣']"
kyn kay tu khud ek kamyab aurat hai laugh apni mehnat se 🤣🤣,positive,,"['kyn', 'kay', 'tu', 'khud', 'ek', 'kamyab', 'aurat', 'hai', 'laugh', 'apni', 'mehnat', 'se', '🤣🤣']"
mere pas kamyaab maa hai ,positive,,"['mere', 'pas', 'kamyaab', 'maa', 'hai']"
yeh tou hai mard apni biwi ki kismat say hi kamaata hai,positive,,"['yeh', 'tou', 'hai', 'mard', 'apni', 'biwi', 'ki', 'kismat', 'say', 'hi', 'kamaata', 'hai']"
hum hun gay kamyab aik din,positive,,"['hum', 'hun', 'gay', 'kamyab', 'aik', 'din']"
mene dhoundh lia akhir   i main lucky 🤫,positive,,"['mene', 'dhoundh', 'lia', 'akhir', 'i', 'main', 'lucky', '🤫']"
hum honga kamyab aiek din,positive,,"['hum', 'honga', 'kamyab', 'aiek', 'din']"
allah tallah hama b aisa hi banda da ,positive,,"['allah', 'tallah', 'hama', 'b', 'aisa', 'hi', 'banda', 'da']"
hum 2no e kamyab hain ,positive,,"['hum', '2no', 'e', 'kamyab', 'hain']"
wo kya hai kay meiny apny kharchy mukhtasir krny ka soch liya hai🤣,positive,,"['wo', 'kya', 'hai', 'kay', 'meiny', 'apny', 'kharchy', 'mukhtasir', 'krny', 'ka', 'soch', 'liya', 'hai🤣']"
hum kaamiyab hein ,positive,,"['hum', 'kaamiyab', 'hein']"
jab dono khameeyab haan tou bari kushe ki bat haan jasy men khmeeyab mard,positive,,"['jab', 'dono', 'khameeyab', 'haan', 'tou', 'bari', 'kushe', 'ki', 'bat', 'haan', 'jasy', 'men', 'khmeeyab', 'mard']"
allah khair kay ga,positive,,"['allah', 'khair', 'kay', 'ga']"
alhamdulillah main kamyab aurat,positive,,"['alhamdulillah', 'main', 'kamyab', 'aurat']"
bilkul sahi kaha,positive,,"['bilkul', 'sahi', 'kaha']"
bhai app kamyab hain ,positive,,"['bhai', 'app', 'kamyab', 'hain']"
although ham nay apny kharchay kam kr liay han hahahahahahah,positive,,"['although', 'ham', 'nay', 'apny', 'kharchay', 'kam', 'kr', 'liay', 'han', 'hahahahahahah']"
mashaallah allah pak sb kay leay acha keray ameen,positive,,"['mashaallah', 'allah', 'pak', 'sb', 'kay', 'leay', 'acha', 'keray', 'ameen']"
ameen han sana no extravagence,positive,,"['ameen', 'han', 'sana', 'no', 'extravagence']"
but dil ko achi lgi,positive,,"['but', 'dil', 'ko', 'achi', 'lgi']"
point pe hy puray ,positive,,"['point', 'pe', 'hy', 'puray']"
ye hoti hai kamyabi ,positive,,"['ye', 'hoti', 'hai', 'kamyabi']"
koi ni perfectly imperfct tou mil jye ga,positive,,"['koi', 'ni', 'perfectly', 'imperfct', 'tou', 'mil', 'jye', 'ga']"
mil jaye ga apna dhondh ln phir tmhry leay b ,positive,,"['mil', 'jaye', 'ga', 'apna', 'dhondh', 'ln', 'phir', 'tmhry', 'leay', 'b']"
haha acha chlo koshish krna dono bhai hon aur bara vala mra🤣,positive,,"['haha', 'acha', 'chlo', 'koshish', 'krna', 'dono', 'bhai', 'hon', 'aur', 'bara', 'vala', 'mra🤣']"
haha pgl choty bhaie wali zyada faidy main hoty sb set hoa va milta jithani g ,positive,,"['haha', 'pgl', 'choty', 'bhaie', 'wali', 'zyada', 'faidy', 'main', 'hoty', 'sb', 'set', 'hoa', 'va', 'milta', 'jithani', 'g']"
har pal har dum azam hmara sb sy perfct jo vo shakhs hmara,positive,,"['har', 'pal', 'har', 'dum', 'azam', 'hmara', 'sb', 'sy', 'perfct', 'jo', 'vo', 'shakhs', 'hmara']"
lkn phr b roub tou bari ka hi hota,positive,,"['lkn', 'phr', 'b', 'roub', 'tou', 'bari', 'ka', 'hi', 'hota']"
yr wesy mil kay sb ko set kr dyn gyn ,positive,,"['yr', 'wesy', 'mil', 'kay', 'sb', 'ko', 'set', 'kr', 'dyn', 'gyn']"
ptq ni ab set krengy ya khud set hongy,positive,,"['ptq', 'ni', 'ab', 'set', 'krengy', 'ya', 'khud', 'set', 'hongy']"
bs sai wa swery fir uni da hostel done ay d,positive,,"['bs', 'sai', 'wa', 'swery', 'fir', 'uni', 'da', 'hostel', 'done', 'ay', 'd']"
haha idea bura nai tha wesy chalo nxt sae ,positive,,"['haha', 'idea', 'bura', 'nai', 'tha', 'wesy', 'chalo', 'nxt', 'sae']"
xactly cup apna spoon apna sakoon apna ,positive,,"['xactly', 'cup', 'apna', 'spoon', 'apna', 'sakoon', 'apna']"
aisaaa hi hai,positive,,"['aisaaa', 'hi', 'hai']"
tere lye bday gft mil gya,positive,,"['tere', 'lye', 'bday', 'gft', 'mil', 'gya']"
koi issue nai bhale mera cup use karen 🤣 beta meri bottle b har koi use karta hai,positive,,"['koi', 'issue', 'nai', 'bhale', 'mera', 'cup', 'use', 'karen', '🤣', 'beta', 'meri', 'bottle', 'b', 'har', 'koi', 'use', 'karta', 'hai']"
pyar bharta haan ase,positive,,"['pyar', 'bharta', 'haan', 'ase']"
kiaa pata behna shareef ho,positive,,"['kiaa', 'pata', 'behna', 'shareef', 'ho']"
shareef hi hai,positive,,"['shareef', 'hi', 'hai']"
tm dost ho yar keh skti ho,positive,,"['tm', 'dost', 'ho', 'yar', 'keh', 'skti', 'ho']"
main idhr b aisi hun apko islamabad ka shak pra rehta🤣,positive,,"['main', 'idhr', 'b', 'aisi', 'hun', 'apko', 'islamabad', 'ka', 'shak', 'pra', 'rehta🤣']"
alhumdulilah ghalazat to nhi hai ,positive,,"['alhumdulilah', 'ghalazat', 'to', 'nhi', 'hai']"
hahahhaahaha main to kahin sa b maesna ni lgta tumhain pta ni kaisay lgta,positive,,"['hahahhaahaha', 'main', 'to', 'kahin', 'sa', 'b', 'maesna', 'ni', 'lgta', 'tumhain', 'pta', 'ni', 'kaisay', 'lgta']"
hahah hum bi apko sharif hi smjta han jnb,positive,,"['hahah', 'hum', 'bi', 'apko', 'sharif', 'hi', 'smjta', 'han', 'jnb']"
haha haha haye mei war jaon🤣🤣🤣,positive,,"['haha', 'haha', 'haye', 'mei', 'war', 'jaon🤣🤣🤣']"
tm mere kch kehne se pehle he smjh jatay ho sb,positive,,"['tm', 'mere', 'kch', 'kehne', 'se', 'pehle', 'he', 'smjh', 'jatay', 'ho', 'sb']"
woh to masha allah se meri qabliat hai,positive,,"['woh', 'to', 'masha', 'allah', 'se', 'meri', 'qabliat', 'hai']"
aur masoomiyat bhi,positive,,"['aur', 'masoomiyat', 'bhi']"
ye apke liye likha gaya hai area per square eench p,positive,,"['ye', 'apke', 'liye', 'likha', 'gaya', 'hai', 'area', 'per', 'square', 'eench', 'p']"
bhai main ek shareef insan hon p,positive,,"['bhai', 'main', 'ek', 'shareef', 'insan', 'hon', 'p']"
yd haan aik mohtrma hua krti ti shareeef tareeen bibi ,positive,,"['yd', 'haan', 'aik', 'mohtrma', 'hua', 'krti', 'ti', 'shareeef', 'tareeen', 'bibi']"
haha mtlb main shareef nazar aati hun ,positive,,"['haha', 'mtlb', 'main', 'shareef', 'nazar', 'aati', 'hun']"
wyse main shareef hun b ,positive,,"['wyse', 'main', 'shareef', 'hun', 'b']"
no galazaat,positive,,"['no', 'galazaat']"
wo to shukar hy aesi technology ai nh abhi,positive,,"['wo', 'to', 'shukar', 'hy', 'aesi', 'technology', 'ai', 'nh', 'abhi']"
shreef bcha,positive,,"['shreef', 'bcha']"
haan haan bohot shreef,positive,,"['haan', 'haan', 'bohot', 'shreef']"
bolti rahu but ma messani ni,positive,,"['bolti', 'rahu', 'but', 'ma', 'messani', 'ni']"
bht saaaf or shareeef hun koi ghalazat nai ,positive,,"['bht', 'saaaf', 'or', 'shareeef', 'hun', 'koi', 'ghalazat', 'nai']"
wah wah kia soch pyi hy shahneez,positive,,"['wah', 'wah', 'kia', 'soch', 'pyi', 'hy', 'shahneez']"
dair aye pr drust aye ,positive,,"['dair', 'aye', 'pr', 'drust', 'aye']"
hi rabi tu kitni famous hu gai,positive,,"['hi', 'rabi', 'tu', 'kitni', 'famous', 'hu', 'gai']"
 meray shareef dost,positive,,"['meray', 'shareef', 'dost']"
hell true waday tusi sharif hunh,positive,,"['hell', 'true', 'waday', 'tusi', 'sharif', 'hunh']"
han koi shak ni,positive,,"['han', 'koi', 'shak', 'ni']"
pyari baat,positive,,"['pyari', 'baat']"
aap kay liay kuch khoobsurat batain🤗,positive,,"['aap', 'kay', 'liay', 'kuch', 'khoobsurat', 'batain🤗']"
haha dafa karo aj kal ghlazat sy door he rehta hun d,positive,,"['haha', 'dafa', 'karo', 'aj', 'kal', 'ghlazat', 'sy', 'door', 'he', 'rehta', 'hun', 'd']"
aap b shreef hain isi leye mn apko shareef lgi ,positive,,"['aap', 'b', 'shreef', 'hain', 'isi', 'leye', 'mn', 'apko', 'shareef', 'lgi']"
sahi kaha,positive,,"['sahi', 'kaha']"
shabash khabeesni sahi boli aik dum,positive,,"['shabash', 'khabeesni', 'sahi', 'boli', 'aik', 'dum']"
aur tm safai se kr jati ho ,positive,,"['aur', 'tm', 'safai', 'se', 'kr', 'jati', 'ho']"
saif tumhry kapry nusrat api pehan sakti hain nhi na tu phir,positive,,"['saif', 'tumhry', 'kapry', 'nusrat', 'api', 'pehan', 'sakti', 'hain', 'nhi', 'na', 'tu', 'phir']"
moqay py choka,positive,,"['moqay', 'py', 'choka']"
sb hi mazay kay hain,positive,,"['sb', 'hi', 'mazay', 'kay', 'hain']"
aja pilati,positive,,"['aja', 'pilati']"
janeman sari chizaaay kehlaooo gi treat pr,positive,,"['janeman', 'sari', 'chizaaay', 'kehlaooo', 'gi', 'treat', 'pr']"
dabba khali is liye ho ga kyun kay tum kha chuki ho gi na ,positive,,"['dabba', 'khali', 'is', 'liye', 'ho', 'ga', 'kyun', 'kay', 'tum', 'kha', 'chuki', 'ho', 'gi', 'na']"
sharab pin gy wd sheesha  sutty lgain gy jani sutty,positive,,"['sharab', 'pin', 'gy', 'wd', 'sheesha', 'sutty', 'lgain', 'gy', 'jani', 'sutty']"
ye ly or fkr na kr hm 7 7 hain,positive,,"['ye', 'ly', 'or', 'fkr', 'na', 'kr', 'hm', '7', '7', 'hain']"
peene wala bann aja tujhy sahi se coca cola pilaoga,positive,,"['peene', 'wala', 'bann', 'aja', 'tujhy', 'sahi', 'se', 'coca', 'cola', 'pilaoga']"
buri bat achhy bchchy galiyan nhi dety,positive,,"['buri', 'bat', 'achhy', 'bchchy', 'galiyan', 'nhi', 'dety']"
nhe tum itna taradud na kro bus aj ka mera bill tumhari taraf sa ma na sasta ma maaf kea,positive,,"['nhe', 'tum', 'itna', 'taradud', 'na', 'kro', 'bus', 'aj', 'ka', 'mera', 'bill', 'tumhari', 'taraf', 'sa', 'ma', 'na', 'sasta', 'ma', 'maaf', 'kea']"
aap mahaan ho aap india chaly jao 🤣,positive,,"['aap', 'mahaan', 'ho', 'aap', 'india', 'chaly', 'jao', '🤣']"
anum tum kini pyari ho,positive,,"['anum', 'tum', 'kini', 'pyari', 'ho']"
bas bas bhan itna pyar na do samhala nae jay ga,positive,,"['bas', 'bas', 'bhan', 'itna', 'pyar', 'na', 'do', 'samhala', 'nae', 'jay', 'ga']"
aray is se b ziada don gi ane to do,positive,,"['aray', 'is', 'se', 'b', 'ziada', 'don', 'gi', 'ane', 'to', 'do']"
achha krti ho,positive,,"['achha', 'krti', 'ho']"
sae kha,positive,,"['sae', 'kha']"
allah ka shuakr hy ye tw hum per ,positive,,"['allah', 'ka', 'shuakr', 'hy', 'ye', 'tw', 'hum', 'per']"
changi gal hy,positive,,"['changi', 'gal', 'hy']"
hum girls haan isliye judge kr skti haan but as a psychologist nhe kr sktien ajeeb bat h mem ko btaen gy hum kr skti haan judge because we are girls,positive,,"['hum', 'girls', 'haan', 'isliye', 'judge', 'kr', 'skti', 'haan', 'but', 'as', 'a', 'psychologist', 'nhe', 'kr', 'sktien', 'ajeeb', 'bat', 'h', 'mem', 'ko', 'btaen', 'gy', 'hum', 'kr', 'skti', 'haan', 'judge', 'because', 'we', 'are', 'girls']"
tab main tumain btao ge na  aur bhe maza ae ga,positive,,"['tab', 'main', 'tumain', 'btao', 'ge', 'na', 'aur', 'bhe', 'maza', 'ae', 'ga']"
ya ya they have all rights to do that with out any regret ,positive,,"['ya', 'ya', 'they', 'have', 'all', 'rights', 'to', 'do', 'that', 'with', 'out', 'any', 'regret']"
hahhahaha kesy hm apny points ko defend krty hy use hm bba krny kay bad bhi lawyer bn skty hy 🤣🤣🤣🤣🤣,positive,,"['hahhahaha', 'kesy', 'hm', 'apny', 'points', 'ko', 'defend', 'krty', 'hy', 'use', 'hm', 'bba', 'krny', 'kay', 'bad', 'bhi', 'lawyer', 'bn', 'skty', 'hy', '🤣🤣🤣🤣🤣']"
wo to hm bne bnaye hain  ,positive,,"['wo', 'to', 'hm', 'bne', 'bnaye', 'hain']"
hehehe bs kbhi gharoor nhi keya,positive,,"['hehehe', 'bs', 'kbhi', 'gharoor', 'nhi', 'keya']"
hahaha aap tu bhot masoom hain ,positive,,"['hahaha', 'aap', 'tu', 'bhot', 'masoom', 'hain']"
don t care d judge kro hamen or saro,positive,,"['don', 't', 'care', 'd', 'judge', 'kro', 'hamen', 'or', 'saro']"
our aja khedeye is zada cute ,positive,,"['our', 'aja', 'khedeye', 'is', 'zada', 'cute']"
uper waly portion will always welcome them,positive,,"['uper', 'waly', 'portion', 'will', 'always', 'welcome', 'them']"
hahaha a jaoo yahe kam best haii ab ,positive,,"['hahaha', 'a', 'jaoo', 'yahe', 'kam', 'best', 'haii', 'ab']"
or check kr hamari predictions almost such b niklti then d hahaha,positive,,"['or', 'check', 'kr', 'hamari', 'predictions', 'almost', 'such', 'b', 'niklti', 'then', 'd', 'hahaha']"
or baray achay say yeh kaam hum anjaam detay hain,positive,,"['or', 'baray', 'achay', 'say', 'yeh', 'kaam', 'hum', 'anjaam', 'detay', 'hain']"
bs dehko urdu agye parhna ,positive,,"['bs', 'dehko', 'urdu', 'agye', 'parhna']"
hehehehe wo b spcl logn koo judge kia jataa naa meshhhhiii proud to b spcl one,positive,,"['hehehehe', 'wo', 'b', 'spcl', 'logn', 'koo', 'judge', 'kia', 'jataa', 'naa', 'meshhhhiii', 'proud', 'to', 'b', 'spcl', 'one']"
tmara pasandeedaaa kam d,positive,,"['tmara', 'pasandeedaaa', 'kam', 'd']"
fav kaam hai hummara yaar,positive,,"['fav', 'kaam', 'hai', 'hummara', 'yaar']"
hmri jugjmnt kaml ki haan nw ,positive,,"['hmri', 'jugjmnt', 'kaml', 'ki', 'haan', 'nw']"
hahahaha bht hi enjoy karty thy hm gari main fiza kay sath b,positive,,"['hahahaha', 'bht', 'hi', 'enjoy', 'karty', 'thy', 'hm', 'gari', 'main', 'fiza', 'kay', 'sath', 'b']"
o haan fiza hahha usy kdr bhool skty hahahha,positive,,"['o', 'haan', 'fiza', 'hahha', 'usy', 'kdr', 'bhool', 'skty', 'hahahha']"
hahahahahahahahaha chalo chalo naiki aur pooch pooch ,positive,,"['hahahahahahahahaha', 'chalo', 'chalo', 'naiki', 'aur', 'pooch', 'pooch']"
tu jahan mein wahan meri aziz,positive,,"['tu', 'jahan', 'mein', 'wahan', 'meri', 'aziz']"
 men samjha aap ne likha haan ao logon ko haj kratay hen laugh,positive,,"['men', 'samjha', 'aap', 'ne', 'likha', 'haan', 'ao', 'logon', 'ko', 'haj', 'kratay', 'hen', 'laugh']"
behtreen hogaya ,positive,,"['behtreen', 'hogaya']"
jao ja kay hajj kro,positive,,"['jao', 'ja', 'kay', 'hajj', 'kro']"
ajao yah hmara fvrt kam haan ,positive,,"['ajao', 'yah', 'hmara', 'fvrt', 'kam', 'haan']"
hahaha hum to master hain is kaam mein ,positive,,"['hahaha', 'hum', 'to', 'master', 'hain', 'is', 'kaam', 'mein']"
