comment,sentiment,tokens
ابرار کو ٹیم میں شامل ہونا چاہیے,positive,"['ابرار', 'کو', 'ٹیم', 'میں', 'شامل', 'ہونا', 'چاہیے']"
پشاور زلمی کا سب سے سمارٹ موؤ خرم شہزاد کی انٹری ہے,positive,"['پشاور', 'زلمی', 'کا', 'سب', 'سے', 'سمارٹ', 'موؤ', 'خرم', 'شہزاد', 'کی', 'انٹری', 'ہے']"
الله نے صلہ دیا ہے راشد بھائی کو حق اور سچ بولنے پر اور دنیا کا کیا دنیا میں ملتا ہے اور آپ لوگوں کو ملا یہ مکافات عمل ہے سلیم ملک صاحب,positive,"['الله', 'نے', 'صلہ', 'دیا', 'ہے', 'راشد', 'بھائی', 'کو', 'حق', 'اور', 'سچ', 'بولنے', 'پر', 'اور', 'دنیا', 'کا', 'کیا', 'دنیا', 'میں', 'ملتا', 'ہے', 'اور', 'آپ', 'لوگوں', 'کو', 'ملا', 'یہ', 'مکافات', 'عمل', 'ہے', 'سلیم', 'ملک', 'صاحب']"
امید ہے آپ بات سمجھ گئے ہوں گیے,positive,"['امید', 'ہے', 'آپ', 'بات', 'سمجھ', 'گئے', 'ہوں', 'گیے']"
انڈیا کے ساتھ میچ میں اسامہ میر کو کیھلانا چاہیئے,positive,"['انڈیا', 'کے', 'ساتھ', 'میچ', 'میں', 'اسامہ', 'میر', 'کو', 'کیھلانا', 'چاہیئے']"
بابر سے بھی زیادہ رضوان ڈیزرو کرتا ہے,positive,"['بابر', 'سے', 'بھی', 'زیادہ', 'رضوان', 'ڈیزرو', 'کرتا', 'ہے']"
گیم اویرنس اور میچ صورت حال کو زیادہ اچھا رییڈ کرتا ہے,positive,"['گیم', 'اویرنس', 'اور', 'میچ', 'صورت', 'حال', 'کو', 'زیادہ', 'اچھا', 'رییڈ', 'کرتا', 'ہے']"
میرا نہی خیال کہ اگر خرم جیسا باؤلر چار اوور کرے اور خاص طور سے آخری اوور کرے تو کوئی اسے بڑی شارٹ با آسانی لگا سکے گا وہ ایسا باؤلر ہے کہ دس رنز بھی بچا کر پشاور کو میچ جتوا سکتا ہے,positive,"['میرا', 'نہی', 'خیال', 'کہ', 'اگر', 'خرم', 'جیسا', 'باؤلر', 'چار', 'اوور', 'کرے', 'اور', 'خاص', 'طور', 'سے', 'آخری', 'اوور', 'کرے', 'تو', 'کوئی', 'اسے', 'بڑی', 'شارٹ', 'با', 'آسانی', 'لگا', 'سکے', 'گا', 'وہ', 'ایسا', 'باؤلر', 'ہے', 'کہ', 'دس', 'رنز', 'بھی', 'بچا', 'کر', 'پشاور', 'کو', 'میچ', 'جتوا', 'سکتا', 'ہے']"
خرم کا پشاور کے لیے فٹ ہو رہنا بہت ضروری ہے,positive,"['خرم', 'کا', 'پشاور', 'کے', 'لیے', 'فٹ', 'ہو', 'رہنا', 'بہت', 'ضروری', 'ہے']"
زبردست باتیں سکندر بخت,positive,"['زبردست', 'باتیں', 'سکندر', 'بخت']"
ماشاءاللہ زبردست جناب حاجی بابر اعظم پاکستان کی حاضری منظور فرمائے آمین یارب العالمین یا اللہ پاک دعا منظور فرمائے آمین یارب العالمین یا اللہ پاک دعا منظور فرمائے آمین,positive,"['ماشاءاللہ', 'زبردست', 'جناب', 'حاجی', 'بابر', 'اعظم', 'پاکستان', 'کی', 'حاضری', 'منظور', 'فرمائے', 'آمین', 'یارب', 'العالمین', 'یا', 'اللہ', 'پاک', 'دعا', 'منظور', 'فرمائے', 'آمین', 'یارب', 'العالمین', 'یا', 'اللہ', 'پاک', 'دعا', 'منظور', 'فرمائے', 'آمین']"
اے پاک پروردگار مجھے بھی حج وعمرہ کی سعادت نصیب فرما آمین ثم آمین یا رب العالمین,positive,"['اے', 'پاک', 'پروردگار', 'مجھے', 'بھی', 'حج', 'وعمرہ', 'کی', 'سعادت', 'نصیب', 'فرما', 'آمین', 'ثم', 'آمین', 'یا', 'رب', 'العالمین']"
عمرہ مبارک بابر بھائی ماشاء اللہ سبحان اللہ الحمد اللہ,positive,"['عمرہ', 'مبارک', 'بابر', 'بھائی', 'ماشاء', 'اللہ', 'سبحان', 'اللہ', 'الحمد', 'اللہ']"
اللہ پاک ہم سب کو بار بار باادب زیارت نصیب فرمائے آمین,positive,"['اللہ', 'پاک', 'ہم', 'سب', 'کو', 'بار', 'بار', 'باادب', 'زیارت', 'نصیب', 'فرمائے', 'آمین']"
عمرہ مبارک بابر بھائی ماشاء اللہ سبحان اللہ الحمدللہ,positive,"['عمرہ', 'مبارک', 'بابر', 'بھائی', 'ماشاء', 'اللہ', 'سبحان', 'اللہ', 'الحمدللہ']"
خدا کی پناہ کسی کی کوئی تو پرائیویٹ زندگی اس کو جینے دو یہ تو اللہ اور اس کے بندے کا معاملہ ہے اس کو تو اللہ اور اس کے بندے کے درمیان رہنے دو,positive,"['خدا', 'کی', 'پناہ', 'کسی', 'کی', 'کوئی', 'تو', 'پرائیویٹ', 'زندگی', 'اس', 'کو', 'جینے', 'دو', 'یہ', 'تو', 'اللہ', 'اور', 'اس', 'کے', 'بندے', 'کا', 'معاملہ', 'ہے', 'اس', 'کو', 'تو', 'اللہ', 'اور', 'اس', 'کے', 'بندے', 'کے', 'درمیان', 'رہنے', 'دو']"
باسط بھائ آپ میں اخلاقی جرات ہے کہ آپ بات کرتے ہیں ٹھوک بجا کے اور یہی آپ کی بات بہت اچھی لگتی ہیں,positive,"['باسط', 'بھائ', 'آپ', 'میں', 'اخلاقی', 'جرات', 'ہے', 'کہ', 'آپ', 'بات', 'کرتے', 'ہیں', 'ٹھوک', 'بجا', 'کے', 'اور', 'یہی', 'آپ', 'کی', 'بات', 'بہت', 'اچھی', 'لگتی', 'ہیں']"
بابر اعظم کے کپتان بننے سے محسن نقوی کی بطور چیئرمین کر کات بورڈ میڈیا کی طرف سے ٹرولنگ میں کمی آئے گی اور کچھ سکون مل سکے گا,positive,"['بابر', 'اعظم', 'کے', 'کپتان', 'بننے', 'سے', 'محسن', 'نقوی', 'کی', 'بطور', 'چیئرمین', 'کر', 'کات', 'بورڈ', 'میڈیا', 'کی', 'طرف', 'سے', 'ٹرولنگ', 'میں', 'کمی', 'آئے', 'گی', 'اور', 'کچھ', 'سکون', 'مل', 'سکے', 'گا']"
میرے ماموں نے بنایا ہے الحمدللہ,positive,"['میرے', 'ماموں', 'نے', 'بنایا', 'ہے', 'الحمدللہ']"
بابر اعظم کو کپتان مقرر کیا گیا ہے ایک بہت اچھا فیصلہ قوم کے مفاد میں کیا گیا ہے بابر اعظم نے اپنی اچھی پرفارمنس کی بنا پر پاکستان کا نام روشن کیا ہے بابر اعظم پوری قوم کے دلوں کا کپتان ہے امید ہے کہ بہت کامیابیاں حاصل کرے گا,positive,"['بابر', 'اعظم', 'کو', 'کپتان', 'مقرر', 'کیا', 'گیا', 'ہے', 'ایک', 'بہت', 'اچھا', 'فیصلہ', 'قوم', 'کے', 'مفاد', 'میں', 'کیا', 'گیا', 'ہے', 'بابر', 'اعظم', 'نے', 'اپنی', 'اچھی', 'پرفارمنس', 'کی', 'بنا', 'پر', 'پاکستان', 'کا', 'نام', 'روشن', 'کیا', 'ہے', 'بابر', 'اعظم', 'پوری', 'قوم', 'کے', 'دلوں', 'کا', 'کپتان', 'ہے', 'امید', 'ہے', 'کہ', 'بہت', 'کامیابیاں', 'حاصل', 'کرے', 'گا']"
رب العالمین ھماری ریاست اور ھماری ٹیم پر اپنا خاص رحم وکرم کرےآمین,positive,"['رب', 'العالمین', 'ھماری', 'ریاست', 'اور', 'ھماری', 'ٹیم', 'پر', 'اپنا', 'خاص', 'رحم', 'وکرم', 'کرےآمین']"
شاہد افریدی کی یہ بات بالکل صحیح ہے کہ رضوان صحیح حقدار تھا کیونکہ وہ ڈیلیور کر سکتا ہے,positive,"['شاہد', 'افریدی', 'کی', 'یہ', 'بات', 'بالکل', 'صحیح', 'ہے', 'کہ', 'رضوان', 'صحیح', 'حقدار', 'تھا', 'کیونکہ', 'وہ', 'ڈیلیور', 'کر', 'سکتا', 'ہے']"
بلکل صحیح باتیں ہیں,positive,"['بلکل', 'صحیح', 'باتیں', 'ہیں']"
کسی ایک میچ میں سکور بنا کر بابر اعظم کا مقابلہ نہیں کر سکتے بابر اعظم گریٹ پلئیر ھے,positive,"['کسی', 'ایک', 'میچ', 'میں', 'سکور', 'بنا', 'کر', 'بابر', 'اعظم', 'کا', 'مقابلہ', 'نہیں', 'کر', 'سکتے', 'بابر', 'اعظم', 'گریٹ', 'پلئیر', 'ھے']"
ماشاء الله تبارك الله مبارک ہو بہت بہت بابر اعظم کو دوبارہ کپتان بننے پر الله پاک ہمیشہ کامیابی و کامرانی عطا فرمائے آمین ثم آمین یا رب العالمین,positive,"['ماشاء', 'الله', 'تبارك', 'الله', 'مبارک', 'ہو', 'بہت', 'بہت', 'بابر', 'اعظم', 'کو', 'دوبارہ', 'کپتان', 'بننے', 'پر', 'الله', 'پاک', 'ہمیشہ', 'کامیابی', 'و', 'کامرانی', 'عطا', 'فرمائے', 'آمین', 'ثم', 'آمین', 'یا', 'رب', 'العالمین']"
آرے میر بھائی یوں یہ تمہارے سے نہیں ہوسکتا یہ میرا بھای بابر اعظم کام ہے کیا خوبصورت لاگھرےہے بھائی,positive,"['آرے', 'میر', 'بھائی', 'یوں', 'یہ', 'تمہارے', 'سے', 'نہیں', 'ہوسکتا', 'یہ', 'میرا', 'بھای', 'بابر', 'اعظم', 'کام', 'ہے', 'کیا', 'خوبصورت', 'لاگھرےہے', 'بھائی']"
بابر اعظم تو دوست ہے یار ماشاءاللہ کیا خوبصورت لاگھرےہے بھائی آپ سب کی دستیاں,positive,"['بابر', 'اعظم', 'تو', 'دوست', 'ہے', 'یار', 'ماشاءاللہ', 'کیا', 'خوبصورت', 'لاگھرےہے', 'بھائی', 'آپ', 'سب', 'کی', 'دستیاں']"
کنگ بابر اعظموسیم اکرم عمران خان کے بعد اگر پاکستان میں کوئی کھلاڑی ہے کرکٹ کے لیے تو وہ صرف اور صرف کنگ بابر اعظم ہے,positive,"['کنگ', 'بابر', 'اعظموسیم', 'اکرم', 'عمران', 'خان', 'کے', 'بعد', 'اگر', 'پاکستان', 'میں', 'کوئی', 'کھلاڑی', 'ہے', 'کرکٹ', 'کے', 'لیے', 'تو', 'وہ', 'صرف', 'اور', 'صرف', 'کنگ', 'بابر', 'اعظم', 'ہے']"
کاش وہ دن جلدی آئے گا جب ہم مدینے میں بیٹھ کر قرآن تلاوت کرے آمین,positive,"['کاش', 'وہ', 'دن', 'جلدی', 'آئے', 'گا', 'جب', 'ہم', 'مدینے', 'میں', 'بیٹھ', 'کر', 'قرآن', 'تلاوت', 'کرے', 'آمین']"
اللہ تعالی تو ہر وقت بابر اعظم کو یاد آتا ہے یہ بات آئندہ نہ کرنا کہ صرف ایک وقت یاد آئے گا,positive,"['اللہ', 'تعالی', 'تو', 'ہر', 'وقت', 'بابر', 'اعظم', 'کو', 'یاد', 'آتا', 'ہے', 'یہ', 'بات', 'آئندہ', 'نہ', 'کرنا', 'کہ', 'صرف', 'ایک', 'وقت', 'یاد', 'آئے', 'گا']"
باسط بھائ آپ کے علاوہ جتنے ہمارے پرانے دوست ہیں کرکٹر وہ تو بابر اعظم کی کھل کر مخالفت کر رہے ہیں لیکن آپ کو دونوں ہاتھوں سے سلام ہے سر جی آپ بابر اعظم کے ساتھ کندھے سے کندھا ملا کر کھڑے ہیں,positive,"['باسط', 'بھائ', 'آپ', 'کے', 'علاوہ', 'جتنے', 'ہمارے', 'پرانے', 'دوست', 'ہیں', 'کرکٹر', 'وہ', 'تو', 'بابر', 'اعظم', 'کی', 'کھل', 'کر', 'مخالفت', 'کر', 'رہے', 'ہیں', 'لیکن', 'آپ', 'کو', 'دونوں', 'ہاتھوں', 'سے', 'سلام', 'ہے', 'سر', 'جی', 'آپ', 'بابر', 'اعظم', 'کے', 'ساتھ', 'کندھے', 'سے', 'کندھا', 'ملا', 'کر', 'کھڑے', 'ہیں']"
عماد وسیم شہزادہ,positive,"['عماد', 'وسیم', 'شہزادہ']"
بھائی کمنٹ پیٹ بھی تو فاسٹ بولر ہے,positive,"['بھائی', 'کمنٹ', 'پیٹ', 'بھی', 'تو', 'فاسٹ', 'بولر', 'ہے']"
شاہین شاہ آفریدی کو کپتانی سے ہٹانا بورڈ کا احسن اقدام ھے,positive,"['شاہین', 'شاہ', 'آفریدی', 'کو', 'کپتانی', 'سے', 'ہٹانا', 'بورڈ', 'کا', 'احسن', 'اقدام', 'ھے']"
بابر کیساتھ پوری قوم کی دعائیں ہیں,positive,"['بابر', 'کیساتھ', 'پوری', 'قوم', 'کی', 'دعائیں', 'ہیں']"
بہت خوب جناب,positive,"['بہت', 'خوب', 'جناب']"
پاکستان کی بئیسٹ پلیئنگ الیون,positive,"['پاکستان', 'کی', 'بئیسٹ', 'پلیئنگ', 'الیون']"
میری بہن کِرن ناز میں آپ کی دینی بات اور علمی کو بہت زیادہ سنتا ہوں,positive,"['میری', 'بہن', 'کِرن', 'ناز', 'میں', 'آپ', 'کی', 'دینی', 'بات', 'اور', 'علمی', 'کو', 'بہت', 'زیادہ', 'سنتا', 'ہوں']"
میں نے یہ میچ ریڈیو پر سنا تھا بہت ہی دلچسپ میچ تھا,positive,"['میں', 'نے', 'یہ', 'میچ', 'ریڈیو', 'پر', 'سنا', 'تھا', 'بہت', 'ہی', 'دلچسپ', 'میچ', 'تھا']"
بہت خوشی ہوئ ہے آپ کی باتیں سن کر باسط بھائ میں ویسے بھی آپ سے کئ مرتبہ کراچی میں مل چکا ہوں اور باقی بھی سب کھلاڑیوں سے باسط بھائ آپ ہمیشہ سچ بولتے ہیں اللہ پاک آپ کی ہماری مدد فرمائے آمین ثم آمین,positive,"['بہت', 'خوشی', 'ہوئ', 'ہے', 'آپ', 'کی', 'باتیں', 'سن', 'کر', 'باسط', 'بھائ', 'میں', 'ویسے', 'بھی', 'آپ', 'سے', 'کئ', 'مرتبہ', 'کراچی', 'میں', 'مل', 'چکا', 'ہوں', 'اور', 'باقی', 'بھی', 'سب', 'کھلاڑیوں', 'سے', 'باسط', 'بھائ', 'آپ', 'ہمیشہ', 'سچ', 'بولتے', 'ہیں', 'اللہ', 'پاک', 'آپ', 'کی', 'ہماری', 'مدد', 'فرمائے', 'آمین', 'ثم', 'آمین']"
لاھور قلندر بہت اچھے طریقے سے جیتی ھے یہ بات میں نے پہلے بھی آپ کا دل بڑھایا تھا,positive,"['لاھور', 'قلندر', 'بہت', 'اچھے', 'طریقے', 'سے', 'جیتی', 'ھے', 'یہ', 'بات', 'میں', 'نے', 'پہلے', 'بھی', 'آپ', 'کا', 'دل', 'بڑھایا', 'تھا']"
اپنا کوٸی وڈیو پیغام ھی نشر کر دیں بہت محبتوں کے ساتھ,positive,"['اپنا', 'کوٸی', 'وڈیو', 'پیغام', 'ھی', 'نشر', 'کر', 'دیں', 'بہت', 'محبتوں', 'کے', 'ساتھ']"
ہم نے اپنی ٹیم کو مبارکباد دیتے ہوئے کہا ہے کہ آپ نے بہت محنت کی ہے کہ فائنل میں آکر بہت اچھا کھیل لو یو پاکستانی ٹیم اعظم رضوان,positive,"['ہم', 'نے', 'اپنی', 'ٹیم', 'کو', 'مبارکباد', 'دیتے', 'ہوئے', 'کہا', 'ہے', 'کہ', 'آپ', 'نے', 'بہت', 'محنت', 'کی', 'ہے', 'کہ', 'فائنل', 'میں', 'آکر', 'بہت', 'اچھا', 'کھیل', 'لو', 'یو', 'پاکستانی', 'ٹیم', 'اعظم', 'رضوان']"
یار ایک بات دیکھی ھےچیمپئنز ٹرافی جیت کر دلانے والے ھیروسرفراز احمد نے آج تک پیسے لے کے کبھی کسی چینل پر بیٹھ کے ٹیم پر تنقید نہیں کی,positive,"['یار', 'ایک', 'بات', 'دیکھی', 'ھےچیمپئنز', 'ٹرافی', 'جیت', 'کر', 'دلانے', 'والے', 'ھیروسرفراز', 'احمد', 'نے', 'آج', 'تک', 'پیسے', 'لے', 'کے', 'کبھی', 'کسی', 'چینل', 'پر', 'بیٹھ', 'کے', 'ٹیم', 'پر', 'تنقید', 'نہیں', 'کی']"
انشاء اللہ پاکستان جیتے گا ورلڈ کپ,positive,"['انشاء', 'اللہ', 'پاکستان', 'جیتے', 'گا', 'ورلڈ', 'کپ']"
گنگولی جی لو یو فرام پاکستان,positive,"['گنگولی', 'جی', 'لو', 'یو', 'فرام', 'پاکستان']"
ساروگنگولی لیجنڈ,positive,"['ساروگنگولی', 'لیجنڈ']"
اگر کوئ اس جیسا کوئ پلئیر ہے تو آپ ہماری رہنمائی فرمائیں لیکن آپ قومی ہیروز کے ساتھ ایسا نہ کریں بہت شکریہ,positive,"['اگر', 'کوئ', 'اس', 'جیسا', 'کوئ', 'پلئیر', 'ہے', 'تو', 'آپ', 'ہماری', 'رہنمائی', 'فرمائیں', 'لیکن', 'آپ', 'قومی', 'ہیروز', 'کے', 'ساتھ', 'ایسا', 'نہ', 'کریں', 'بہت', 'شکریہ']"
میرا کیپٹن بابرعظم ہے,positive,"['میرا', 'کیپٹن', 'بابرعظم', 'ہے']"
میرے خیال سے اس وقت کپتانی کے لیے سب سے بہترین محمدرضوان ہے وہ ٹیم کو ساتھ لیکر چلنا جانتا ہے اور بڑے فیصلے کرنے کی صلاحیت بھی رکھتا ہے,positive,"['میرے', 'خیال', 'سے', 'اس', 'وقت', 'کپتانی', 'کے', 'لیے', 'سب', 'سے', 'بہترین', 'محمدرضوان', 'ہے', 'وہ', 'ٹیم', 'کو', 'ساتھ', 'لیکر', 'چلنا', 'جانتا', 'ہے', 'اور', 'بڑے', 'فیصلے', 'کرنے', 'کی', 'صلاحیت', 'بھی', 'رکھتا', 'ہے']"
اللہ تعالٰی ہر کسی کی بہن بیٹی کو عزت ہے,positive,"['اللہ', 'تعالٰی', 'ہر', 'کسی', 'کی', 'بہن', 'بیٹی', 'کو', 'عزت', 'ہے']"
یہ نیکی میں کمانا چاھتا ھوں,positive,"['یہ', 'نیکی', 'میں', 'کمانا', 'چاھتا', 'ھوں']"
السلام عليكم عبدالباسط بھای نے بلکل ٹھیک بولا ھےاور مزید بولنے اور کہنے کی ضرورت نھییہ سچ اور حقیقت ھے,positive,"['السلام', 'عليكم', 'عبدالباسط', 'بھای', 'نے', 'بلکل', 'ٹھیک', 'بولا', 'ھےاور', 'مزید', 'بولنے', 'اور', 'کہنے', 'کی', 'ضرورت', 'نھییہ', 'سچ', 'اور', 'حقیقت', 'ھے']"
